SchoolID,SchoolName,LowestGrade,HighestGrade,Address,City,State,Zip5,County,Phone,SchoolDays,HoursInSchoolDay,HasLibrary,PreSchoolEnrollment,KindergartenEnrollment,Grade1Enrollment,Grade2Enrollment,Grade3Enrollment,Grade4Enrollment,Grade5Enrollment,Grade6Enrollment,Grade7Enrollment,Grade8Enrollment,Grade9Enrollment,Grade10Enrollment,Grade11Enrollment,Grade12Enrollment,TotalEnrollment,FullTimeTeacherCount,StudentTeacherRatio
00349775,LAKE COUNTY BAPTIST SCHOOL,2,17,1550 W YORKHOUSE RD,WAUKEGAN,IL,60087,LAKE,8476237600,173,7,Yes,3,12,11,11,12,9,7,14,20,12,19,14,11,13,168,14.4,11.45
00353078,LAKE FOREST ACADEMY,14,17,1500 W KENNEDY RD,LAKE FOREST,IL,60045,LAKE,8476153248,178,6,Yes,,,,,,,,,,,100,105,112,118,435,91,4.78
A9102450,LANCASTER CHRISTIAN SCHOOL,2,9,6484 HWY 1,MOUNT CARMEL,IL,62863,WABASH,6182998671,176,7,Yes,11,5,2,3,1,3,,,,,,,,,25,2.1,6.66
BB080681,LANDMARK CHRISTIAN ACADEMY,3,13,6330 W 127TH ST,PALOS HEIGHTS,IL,60463,COOK,7086230332,176,7.5,No,,3,6,11,5,3,4,5,6,4,,,,,47,5,9.4
00352096,LANSING CHRISTIAN SCHOOL,2,13,3660 RANDOLPH ST,LANSING,IL,60438,COOK,7084741700,176,7.5,Yes,28,25,23,14,23,17,25,17,30,29,,,,,231,14,14.5
K9302128,LAREN MONTESSORI SCHOOL,2,3,425 E 164TH ST,SOUTH HOLLAND,IL,60473,COOK,7083394274,168,6.5,No,26,7,,,,,,,,,,,,,33,2,3.5
A1501592,LAWRENCE HALL SCHOOL,9,17,4833 N FRANCISCO AVE,CHICAGO,IL,60625,COOK,7737693511,176,5,Yes,,,,,,1,4,4,2,5,9,15,8,9,57,8.5,6.7
A1701554,LEGACY CONNECTIONS VOCATIONAL SCHOOL,2,17,17 144TH ST RM 2E,RIVERDALE,IL,60827,COOK,3124681534,230,6,No,12,20,12,15,15,15,15,15,15,15,15,15,15,15,209,11.8,16.69
00343423,LEO CATHOLIC HIGH SCHOOL,14,17,7901 S SANGAMON,CHICAGO,IL,60620,COOK,7732249600,180,5.41,No,,,,,,,,,,,25,30,31,29,115,9.8,11.73
BB941277,LES FINCH'S LEARNING TREE DAY,2,3,4217 W 16TH ST,CHICAGO,IL,60623,COOK,7735215434,180,10,Yes,94,19,,,,,,,,,,,,,113,13.1,1.45
K9302034,LIBERTYVILLE MONTESSORI SCHOOL,2,6,PO BOX 654,LIBERTYVILLE,IL,60048,LAKE,8473625170,176,7,No,15,1,1,,,,,,,,,,,,17,1,2
A0103113,LIGHTED WAY ASSOCIATION,3,17,941 6TH ST,LA SALLE,IL,61301,LASALLE,8152241345,176,6,No,,1,1,1,2,1,1,1,2,,4,3,2,2,21,3,7
A1370736,LIGHTHOUSE ACADEMY,2,3,504 CENTER PKWY,YORKVILLE,IL,60560,KENDALL,6305536300,180,8,No,40,19,,,,,,,,,,,,,59,1,19
A1792044,LIGHTHOUSE CHRISTIAN ACADEMY,6,12,9005 N INDUSTRIAL RD,EAST PEORIA,IL,61615,PEORIA,3096913242,172,6.5,Yes,,,3,1,1,1,2,2,2,,,,,,12,2.6,4.61
BB060758,LINCOLN PARK PRESCHOOL AND KINDERGARTEN,2,3,108 W GERMANIA PL,CHICAGO,IL,60610,COOK,3124829009,175,10,No,100,15,,,,,,,,,,,,,115,2.3,6.52
A0501571,LINN MENNONITE CHRISTIAN SCHOOL,3,16,1594 COUNTY ROAD 1700 N,ROANOKE,IL,61561,WOODFORD,3099235641,168,7,Yes,,2,3,3,2,2,3,,4,1,4,3,3,,30,4,7.5
A0103116,LIONS MATHEMATICS & SCIENCE CHRISTIAN ACADEMY,2,11,1011 PORTER ST,WAUKEGAN,IL,60085,LAKE,8473601054,260,7,Yes,20,8,5,6,3,5,3,2,,,,,,,52,8.6,3.72
A1390172,LITTLE CITY FOUNDATION CHILDBRIDGE CTR FOR EDUC,10,17,1760 W ALGONQUIN RD,PALATINE,IL,60067,COOK,8472217752,215,6.5,No,,,,,,,1,2,1,3,5,8,4,10,34,7,4.85
A9102460,LITTLE CREEK SCHOOL,6,13,3144 E COUNTY ROAD 1600N,HUMBOLDT,IL,61931,COLES,2178563624,165,6.25,No,,,4,1,5,2,4,2,3,4,,,,,25,2,12.5
A0901447,LITTLE EXPLORERS MONTESSORI SCHOOL,2,4,175 HIGHPOINT DR,ROMEOVILLE,IL,60446,WILL,8158864898,176,6.5,No,27,9,,,,,,,,,,,,,36,2,4.5
00348498,LITTLE FLOWER CATHOLIC SCHOOL,2,13,900 ADLAI STEVENSON DR,SPRINGFIELD,IL,62703,SANGAMON,2175294511,176,6.75,Yes,36,11,15,17,13,24,15,15,20,18,,,,,184,13.6,10.88
BB060778,LITTLE LEARNERS PRESCHOOL,2,3,6255 S MAYFIELD AVE,CHICAGO,IL,60638,COOK,7735815541,160,4,No,40,6,,,,,,,,,,,,,46,1,6
A0507647,LITTLE PEOPLE DAY CARE & KINDERGARTEN,2,3,7428 N ROGERS AVE,CHICAGO,IL,60626,COOK,7737612305,256,6,Yes,64,10,,,,,,,,,,,,,74,6.9,1.44
A0507650,LITTLE PEOPLES COUNTRY,2,3,211 W HILLGROVE AVE,LA GRANGE,IL,60525,COOK,7083520609,248,6.41,No,131,2,,,,,,,,,,,,,133,1,2
BB980775,LOGOS CHRISTIAN ACADEMY,2,17,7280 N CALDWELL AVE,NILES,IL,60714,COOK,8476479456,174,6.5,No,65,21,25,18,19,12,15,9,13,15,18,5,11,16,262,24.4,8.07
AA900018,LORD & SAVIOR LUTHERAN SCHOOL,2,13,9300 RIDGEFIELD RD,CRYSTAL LAKE,IL,60012,MCHENRY,8154554175,172,7.25,Yes,18,5,6,4,,3,2,1,3,1,,,,,43,3,8.33
A1370748,LOS PEQUENOS ANGELITOS,2,3,3711 W 55TH ST,CHICAGO,IL,60632,COOK,7737355827,180,10,No,55,20,,,,,,,,,,,,,75,8.4,2.38
A0501570,LT JOSEPH P KENNEDY JR SCHOOL,6,17,18350 CROSSING DR,TINLEY PARK,IL,60487,WILL,7083425278,255,5.5,Yes,,,1,1,1,1,,1,,,,1,2,23,31,7,4.42
A9102354,LUBAVITCH GIRLS HIGH SCHOOL,14,17,6350 N WHIPPLE ST,CHICAGO,IL,60659,COOK,7737437716,154,8,No,,,,,,,,,,,29,26,18,30,103,11.8,8.72
A9701399,LUBAVITCH MESIVTA OF CHICAGO,14,16,2756 W MORSE AVE,CHICAGO,IL,60645,COOK,7732620430,240,9,Yes,,,,,,,,,,,44,40,37,,121,8.8,13.75
02025704,LUTHERAN HIGH SCHOOL,14,17,3500 W WASHINGTON ST,SPRINGFIELD,IL,62711,SANGAMON,2175466363,175,5.7,No,,,,,,,,,,,33,33,50,27,143,26.4,5.41
00350601,LUTHERAN SCHOOL ASSOCIATION,3,17,2001 E MOUND RD,DECATUR,IL,62526,MACON,2172332001,176,7,Yes,,29,26,32,25,29,31,19,36,27,24,29,31,30,368,31.6,11.64
A9701397,LYCEE FRANCAIS DE CHICAGO,3,17,1929 W WILSON AVE,CHICAGO,IL,60640,COOK,7736650066,167,5.5,Yes,,165,58,63,54,52,61,58,48,45,54,49,32,34,773,106,7.29
AA000908,MANSIO MENS MONTESSORI SCHOOL,2,3,102 HOWARD ST,GENEVA,IL,60134,KANE,6302326750,180,9.5,No,67,4,,,,,,,,,,,,,71,0.8,5
A1101019,MAPLE TREE ACADEMY,2,3,3331 HOBSON RD STE A,WOODRIDGE,IL,60517,DUPAGE,6306998733,180,7,No,70,4,,,,,,,,,,,,,74,2.6,1.53
00340295,MARIAN CATHOLIC HIGH SCHOOL,14,17,700 ASHLAND AVE,CHICAGO HEIGHTS,IL,60411,COOK,7087557565,176,6,Yes,,,,,,,,,,,250,250,250,250,1000,61.5,16.26
00347676,MARIAN CENTRAL CATHOLIC HIGH SCHOOL,14,17,1001 MCHENRY AVE,WOODSTOCK,IL,60098,MCHENRY,8153384220,177,6.41,Yes,,,,,,,,,,,151,176,161,167,655,36.9,17.75
00348024,MARMION ACADEMY,14,17,1000 BUTTERFIELD RD,AURORA,IL,60502,KANE,6308976936,178,5.86,Yes,,,,,,,,,,,135,134,146,117,532,50.5,10.53
00347439,MARQUETTE ACADEMY,2,16,1000 PAUL ST,OTTAWA,IL,61350,LASALLE,8154330125,180,,Yes,44,22,18,11,23,20,18,21,24,12,47,40,49,,349,25,12.2
00348716,MARQUETTE CATHOLIC HIGH SCHOOL,14,17,219 E 4TH ST,ALTON,IL,62002,MADISON,6184630580,176,6.73,Yes,,,,,,,,,,,101,86,111,113,411,35.6,11.54
00354286,MARQUETTE MANOR BAPTIST ACADEMY,2,17,333 75TH ST,DOWNERS GROVE,IL,60516,DUPAGE,6309275363,175,7,No,14,10,4,5,7,11,7,7,6,10,6,13,2,15,117,10.6,9.71
00342077,MARY SEAT OF WISDOM SCHOOL,2,13,1352 S CUMBERLAND AVE,PARK RIDGE,IL,60068,COOK,8478252500,180,7.08,Yes,109,55,37,56,42,51,45,48,52,50,,,,,545,34.6,12.6
A0901453,MARYVILLE CHRISTIAN SCHOOL,3,16,PO BOX 579,MARYVILLE,IL,62062,MADISON,6185057000,169,6.05,Yes,,47,46,50,49,48,39,39,37,30,16,7,12,,420,40.5,10.37
BB100576,MARYVILLE JEN SCHOOL,13,17,1150 N RIVER RD,DES PLAINES,IL,60016,COOK,8473903030,182,7.5,No,,,,,,,,,,3,5,7,8,8,39,8,4.87
00345635,MATER DEI HIGH SCHOOL,14,17,900 MATER DEI DR,BREESE,IL,62230,CLINTON,6185267216,176,6.66,Yes,,,,,,,,,,,100,98,98,102,398,27.5,14.47
00343478,MATERNITY BVM ELEMENTARY SCHOOL,2,13,1537 N LAWNDALE AVE,CHICAGO,IL,60651,COOK,7732271140,180,7.25,No,28,17,16,24,29,15,10,15,14,21,,,,,189,12,13.41
00346446,MATERNITY BVM SCHOOL,2,13,324 E MARSILE ST,BOURBONNAIS,IL,60914,KANKAKEE,8159337758,170,7,Yes,20,34,24,33,33,34,34,34,34,34,,,,,314,15.3,19.21
BB940953,MAYWOOD MARGERY DAW DAY CARE,2,4,PO BOX 758,MAYWOOD,IL,60153,COOK,7083438466,,10,No,25,13,,,,,,,,,,,,,38,5.4,2.4
BB060686,MCC ACADEMY,2,13,8601 MENARD AVE,MORTON GROVE,IL,60053,COOK,8474708801,180,7.5,Yes,102,61,61,86,61,57,54,45,58,42,,,,,627,59.3,8.85
A0740049,MEADOWLARK SCHOOL,6,13,126 N COUNTY ROAD 100 E,ARTHUR,IL,61911,DOUGLAS,2175433841,165,7,Yes,,,2,6,6,6,2,4,6,5,,,,,37,2.4,15.41
A1501599,MEHER MONTESSORI ACADEMY,2,3,1272 BOND ST STE 108,NAPERVILLE,IL,60563,DUPAGE,6306379333,197,7,Yes,17,3,,,,,,,,,,,,,20,1,3
A9706277,METHODIST FAMILY CHILD CARE,2,3,415 NE SAINT MARK CT STE 1,PEORIA,IL,61603,PEORIA,3096715153,175,7,Yes,45,12,,,,,,,,,,,,,57,1,12
00349389,METRO EAST MONTESSORI SCHOOL,2,14,4405 STATE ROUTE 162,GRANITE CITY,IL,62040,MADISON,6189312508,167,7,Yes,27,13,10,8,14,5,5,7,2,4,2,,,,97,2,35
00350791,METRO-EAST LUTHERAN HIGH SCHOOL,14,17,6305 CENTER GROVE RD,EDWARDSVILLE,IL,62025,MADISON,6186560043,180,7.25,No,,,,,,,,,,,60,50,52,48,210,16,13.12
A1501601,MI SOL ACADEMY,2,11,14249 WOLF RD,ORLAND PARK,IL,60467,COOK,7082442424,176,7,No,21,3,3,1,1,2,1,1,,,,,,,33,2,6
A1101024,MID-AMERICA PREPARATORY SCHOOL,3,17,PO BOX 300,HERRICK,IL,62431,SHELBY,6184285620,171,6.25,Yes,,7,11,6,6,8,3,6,3,11,3,3,7,2,76,9.1,8.35
A9102492,MIDWEST CHRISTIAN MONTESSORI ACADEMY,2,11,151 E BRIARCLIFF RD,BOLINGBROOK,IL,60440,WILL,6307838644,176,6.75,No,12,10,4,5,,1,4,4,,,,,,,40,4,7
A9501665,MIDWEST MONTESSORI SCHOOL,2,5,926 NOYES ST,EVANSTON,IL,60201,COOK,8473286630,175,10,No,20,6,,,,,,,,,,,,,26,2.9,2.06
00353271,MIDWESTERN CHRISTIAN ACADEMY,2,15,3465 N CICERO AVE,CHICAGO,IL,60641,COOK,7736851106,165,6,Yes,40,30,16,22,17,22,17,14,21,24,6,5,,,234,13.6,14.26
A0901457,MISERICORDIA SCHOOL,2,17,2060 W GRANVILLE AVE,CHICAGO,IL,60659,COOK,7732734744,178,5,No,1,,,,,1,1,,1,,1,,,2,7,2,3
A1301305,MONTESSORI & MUSIC CENTER,2,3,1200 S LAKE ST,MUNDELEIN,IL,60060,LAKE,8475667778,121,10.98,Yes,71,9,,,,,,,,,,,,,80,2,4.5
00354457,MONTESSORI ACADEMY,2,7,595 S RIVER ST,BATAVIA,IL,60510,KANE,6308792586,172,6.5,No,24,8,6,5,,,,,,,,,,,43,2.9,6.55
BB161011,MONTESSORI ACADEMY OF CHICAGO,2,13,1335 W RANDOLPH ST,CHICAGO,IL,60607,COOK,3122430977,180,7,No,223,18,10,7,4,7,7,2,4,4,,,,,286,13,4.84
A0700858,MONTESSORI ACADEMY OF NORTH HOFFMAN,2,3,3805 HUNTINGTON BLVD,HOFFMAN ESTATES,IL,60192,COOK,8477055678,175,5,Yes,15,10,,,,,,,,,,,,,25,2,5
BB161094,MONTESSORI CHILDREN'S HOUSE,2,11,4147 SANDHILL RD,SPRINGFIELD,IL,62702,SANGAMON,2175447702,171,6.5,Yes,32,,6,8,1,2,1,2,,,,,,,84,4.1,12.68
A1701577,MONTESSORI CHILDREN'S HOUSE OF N. BARRINGTON,2,3,115 CLOVER HILL LN,NORTH BARRINGTON,IL,60010,LAKE,8475500917,178,8,Yes,47,1,,,,,,,,,,,,,48,3,0.33
A1701576,MONTESSORI CHILDRENS COMMUNITY,2,3,3424 MAPLE AVE,BROOKFIELD,IL,60513,COOK,7084859542,175,5,No,19,11,,,,,,,,,,,,,30,2,5.5
A1701464,MONTESSORI CHILDRENS GARDEN,2,3,2300 MONTGOMERY RD,AURORA,IL,60504,DUPAGE,6308201010,174,7,No,40,7,,,,,,,,,,,,,47,4,1.75
A1701578,MONTESSORI CHILDRENS HOUSE,2,13,5800 GODFREY RD,GODFREY,IL,62035,MADISON,6184673154,169,6.5,Yes,29,12,8,5,9,8,3,1,6,6,,,,,87,8.8,6.59
A0901461,MONTESSORI CHILDRENS HOUSE OF SYCAMORE AND DEKALB,2,3,26555 BRICKVILLE RD,SYCAMORE,IL,60178,DEKALB,8158950303,176,6.25,No,16,4,,,,,,,,,,,,,20,1,4
K9500240,MONTESSORI CONNECTION WEST,2,3,1731 DEERFIELD RD,HIGHLAND PARK,IL,60035,LAKE,8478319393,180,5.5,No,72,9,,,,,,,,,,,,,81,1.8,5
A1100972,MONTESSORI FOUNDATIONS OF CHGO,2,3,3575 S ARCHER AVE,CHICAGO,IL,60609,COOK,7732545437,237,10,No,50,13,,,,,,,,,,,,,63,2,6.5
A0501579,MONTESSORI LANGUAGE ACADEMY,2,3,314 CIR AVE,FOREST PARK,IL,60130,COOK,7087715030,175,7.5,Yes,22,11,,,,,,,,,,,,,33,8.9,1.23
BB100720,MONTESSORI LEARNING CENTER OF EDISON PARK,2,4,6740 N OLIPHANT AVE,CHICAGO,IL,60631,COOK,7737741969,180,7,No,45,36,,,,,,,,,,,,,81,6.1,5.9
K9302136,MONTESSORI OF WOODRIDGE,1,1,6953 WOODRIDGE DR,WOODRIDGE,IL,60517,DUPAGE,6309643533,244,5.5,Yes,,,,,,,,,,,,,,,1,3.3,0.3
AA890323,MONTESSORI SCHOOL HOUSE OF SPRINGFIELD,2,3,717 RICKARD RD,SPRINGFIELD,IL,62704,SANGAMON,2177875505,160,6,No,35,7,,,,,,,,,,,,,42,3,2.33
K9302238,MONTESSORI SCHOOL OF CHAMPAIGN-URBANA,2,11,1403 REGENCY DR E,SAVOY,IL,61874,CHAMPAIGN,5186501941,177,6,Yes,89,18,7,6,6,3,,1,,,,,,,130,4.1,10
A9102486,MONTESSORI SCHOOL OF LAKE FOREST,2,14,13700 W LAUREL DR,LAKE FOREST,IL,60045,LAKE,8479181000,175,6.25,No,86,16,12,14,14,5,5,8,5,5,1,,,,171,15.1,5.62
A1301310,MONTESSORI SCHOOL OF LAKE FOREST ADOLESCENT PRGM,12,14,32470 HARRIS RD,GRAYSLAKE,IL,60030,LAKE,8475430002,174,6.75,Yes,,,,,,,,,3,6,3,,,,12,4.4,2.72
A9102483,MONTESSORI SCHOOL OF LEMONT,2,13,16427 135TH ST,LEMONT,IL,60439,WILL,8158340607,180,7,No,37,13,12,13,8,8,9,9,2,6,,,,,117,7.1,11.26
AA890324,MONTESSORI SCHOOL OF LONG GROVE,2,9,1115 ROBERT PARKER COFFIN RD,LONG GROVE,IL,60047,LAKE,8476340430,175,6,Yes,26,10,4,3,3,1,,,,,,,,,47,5.1,4.11
A0501602,MONTESSORI SCHOOL OF SKOKIE,2,8,8401 N KARLOR AVE,SKOKIE,IL,60076,COOK,8476794614,178,10,Yes,32,5,,2,1,,,,,,,,,,40,6.8,1.17
A1301345,MONTESSORI SCHOOL OF SKOKIE NFP,2,8,8401 KARLOV AVE,SKOKIE,IL,60076,COOK,8476794614,178,10.08,Yes,38,38,1,2,1,,,,,,,,,,80,5.3,7.92
BB941349,MONTESSORI SCHOOL OF WESTERN SPRINGS,2,3,1500 WALKER ST,WESTERN SPRINGS,IL,60558,COOK,7082469696,180,6.25,No,52,6,,,,,,,,,,,,,58,1,6
A0501581,MONTICELLO CHRISTIAN ACADEMY,2,7,225 E LIVINGSTON ST,MONTICELLO,IL,61856,PIATT,2177623544,180,6.5,No,35,7,1,2,,,,,,,,,,,45,3.1,3.22
00346253,MONTINI CATHOLIC HIGH SCHOOL,14,17,19W070 16TH ST,LOMBARD,IL,60148,DUPAGE,6306276930,175,6.75,Yes,,,,,,,,,,,151,163,144,177,635,48.4,13.11
01605504,MONTINI CATHOLIC SCHOOL,2,13,1405 N RICHMOND RD,MCHENRY,IL,60050,MCHENRY,8153851022,176,6.5,Yes,47,21,18,26,22,15,26,18,17,22,,,,,232,14.4,12.84
A1301314,MOOSEHEART CHILD CITY AND SCHOOL INC,2,17,255 W JAMES J DAVIS DR,MOOSEHEART,IL,60539,KANE,6309063646,178,5.6,Yes,2,1,8,6,5,12,13,12,15,20,34,26,22,23,199,35,5.62
00351853,MORGAN PARK ACADEMY,2,17,2153 W 111TH ST,CHICAGO,IL,60643,COOK,7738816701,180,8,Yes,35,36,32,26,24,30,21,38,37,29,34,40,25,36,443,42.8,9.53
A0901465,MOSAIC MONTESSORI ACADEMY,2,3,7970 LAKE ST,RIVER FOREST,IL,60305,COOK,7088343099,178,6.75,No,25,7,,,,,,,,,,,,,32,2,3.5
00340513,MOST HOLY REDEEMER ELEMENTARY SCHOOL,2,13,9536 S MILLARD AVE,EVERGREEN PARK,IL,60805,COOK,7084228280,181,6.75,Yes,46,25,25,30,32,41,33,40,41,44,,,,,357,16,19.43
BB000505,MOTHER MCAULEY LIBERAL ARTS HIGH SCHOOL,14,17,3737 W 99TH ST,CHICAGO,IL,60655,COOK,7738816500,183,6.91,Yes,,,,,,,,,,,254,237,271,265,1027,81.4,12.61
00346344,MOTHER TERESA CATHOLIC ACADEMY,2,13,24201 S KINGS RD,CRETE,IL,60417,WILL,7086723093,176,7,Yes,25,19,15,27,14,18,24,23,25,18,,,,,208,15.3,11.96
00343048,MOUNT CARMEL HIGH SCHOOL,14,17,6410 S DANTE AVE,CHICAGO,IL,60637,COOK,7733241020,178,6.5,Yes,,,,,,,,,,,175,156,120,167,618,45.6,13.55
00349899,MULBERRY SCHOOL,2,6,1101 DOUGLAS ST,NORMAL,IL,61761,MCLEAN,3098620510,174,6,Yes,42,8,6,,,,,,,,,,,,56,2.4,5.83
BB181058,MUNDELEIN KINDERCARE,2,3,695 S IL ROUTE,MUNDELEIN,IL,60060,LAKE,8479799554,,6,No,20,10,,,,,,,,,,,,,30,1,10
A0501589,NAPERVILLE CHRISTIAN ACADEMY,2,17,1451 RAYMOND DR STE 200,NAPERVILLE,IL,60563,DUPAGE,6306379622,179,6.83,Yes,12,13,9,9,8,10,7,5,6,5,4,3,8,2,101,14,6.35
A0103136,NAPERVILLE MONTESSORI SCHOOL,2,3,2936 ARTESIAN RD,NAPERVILLE,IL,60564,WILL,6309045399,176,7,No,90,7,,,,,,,,,,,,,97,1,7
BB941492,NAZARENE NURSERY SCHOOL & KINDERGARTEN,2,3,699 W 8TH ST,CHICAGO HEIGHTS,IL,60411,COOK,7084813210,193,7,Yes,70,12,,,,,,,,,,,,,82,1,12
00342656,NAZARETH ACADEMY,14,17,1209 W OGDEN AVE,LA GRANGE PARK,IL,60526,COOK,7083540061,177,7,Yes,,,,,,,,,,,194,185,217,164,760,45,16.88
00353362,NEAR NORTH MONTESSORI,2,13,1434 W DIVISION ST,CHICAGO,IL,60642,COOK,7733841434,169,7,Yes,125,50,52,50,47,45,45,43,42,38,,,,,537,68.3,6.03
BB100596,NEW CONNECTION'S ACADEMY,9,17,865 E WILMETTE RD STE A,PALATINE,IL,60074,COOK,8473598690,200,6,No,,,,,,1,4,6,4,7,8,9,13,18,70,8,8.75
02024245,NEW HEBRON CHRISTIAN SCHOOL,2,13,10755 E 700TH AVE,ROBINSON,IL,62454,CRAWFORD,6185447619,172,6.75,Yes,16,23,12,5,12,13,11,5,6,11,,,,,114,8.6,11.39
A0301378,NEW HORIZON CENTER,7,17,6737 W FOREST PRESERVE AVE,CHICAGO,IL,60634,COOK,7732866226,180,5.5,Yes,,,,1,1,3,2,2,2,5,2,2,3,18,41,7,5.85
A9701408,NEW HORIZON CHRISTIAN SCHOOL,3,13,12 GREENVIEW CHURCH RD,CENTRALIA,IL,62801,MARION,6185336910,174,7,Yes,,11,15,13,12,20,6,5,10,10,,,,,102,9,11.33
A0901467,NEW LIFE CELEBRATION CHRISTIAN ACADEMY,2,13,14243 DANTE AVE,DOLTON,IL,60419,COOK,7088492787,179,5.5,Yes,5,7,3,5,3,5,6,4,1,2,,,,,41,7.3,4.93
A9102498,NEW LIFE CHRISTIAN ACADEMY,6,17,3510 W MALONE ST,PEORIA,IL,61605,PEORIA,3096378359,172,6.5,Yes,,,1,2,1,,1,3,6,2,2,2,1,3,24,5.6,4.28
BB021026,NEWHOPE ACADEMY,11,17,3250 N ARLINGTON HEIGHTS RD STE 201,ARLINGTON HEIGHTS,IL,60004,COOK,8475880463,204,6.25,No,,,,,,,,3,1,4,9,12,20,19,68,15,4.53
00347712,NEWMAN CENTRAL CATHOLIC HIGH SCHOOL,14,17,1101 W 23RD ST,STERLING,IL,61081,WHITESIDE,8156250500,176,6.83,Yes,,,,,,,,,,,59,47,60,59,225,16.1,13.97
A0103139,NEXT GENERATION SCHOOL,2,13,2521 GALEN DR,CHAMPAIGN,IL,61821,CHAMPAIGN,2173566995,167,7.75,No,80,75,30,30,30,30,30,36,31,22,,,,,394,31.6,9.93
A1390173,NOAHS ARK CHRISTIAN PRESCHOOL,2,3,98 ALGONQUIN RD,BARRINGTON,IL,60010,COOK,8478443738,159,2.5,No,69,8,,,,,,,,,,,,,77,9.6,0.83
A9701410,NOONAN ELEMENTARY ACADEMY,2,13,19131 HENRY DR,MOKENA,IL,60448,WILL,7084798988,200,7,Yes,17,21,23,35,33,33,37,31,34,37,,,,,301,36.9,7.69
00353431,NORTH LOVE CHRISTIAN,2,17,5301 E RIVERSIDE BLVD,ROCKFORD,IL,61114,WINNEBAGO,8158776021,173,7,Yes,2,5,7,9,7,9,4,12,7,11,8,10,8,11,110,10,10.8
A9102502,NORTH PARK ELEMENTARY SCHOOL,2,13,2017 W MONTROSE AVE,CHICAGO,IL,60618,COOK,7733273144,172,7,Yes,42,24,24,19,23,24,20,21,24,17,,,,,238,17,11.52
00351977,NORTH SHORE COUNTRY DAY SCHOOL,2,17,310 GREEN BAY RD,WINNETKA,IL,60093,COOK,8474460674,175,7,Yes,19,23,22,25,26,27,30,43,39,50,56,57,57,48,522,81.3,6.18
BB170154,NORTHBROOK COMMUNITY SYNOGOGUE,1,1,2548 JASPER CT,NORTHBROOK,IL,60062,COOK,8475099204,,,No,,,,,,,,,,,,,,,8,3.5,2.28
A1501607,NORTHBROOK MONTESSORI SCHOOL,2,5,135 SANDERS RD,NORTHBROOK,IL,60062,COOK,8475621662,240,7.5,No,12,8,,,,,,,,,,,,,20,1,8
BB120651,NORTHERN ILLINOIS ACADEMY,7,17,998 CORPORATE BLVD,AURORA,IL,60502,KANE,6309522208,207,6,No,,,,2,3,5,7,8,5,7,2,3,1,2,75,10,7.5
A1370758,NORTHMINSTER LEARNING CENTER,2,4,10720 N KNOXVILLE AVE,PEORIA,IL,61615,PEORIA,3096916322,176,7,No,130,12,,,,,,,,,,,,,142,1,12
A9302842,NORTHRIDGE PREPARATORY SCHOOL,11,17,8320 W BALLARD RD,NILES,IL,60714,COOK,8473750600,180,6,Yes,,,,,,,,24,28,48,45,46,39,39,269,20,13.45
00341379,NORTHSIDE CATHOLIC ACADEMY,10,13,7318 N OAKLEY AVE,CHICAGO,IL,60645,COOK,7732712008,180,7,Yes,,,,,,,64,50,49,43,,,,,206,12.3,16.74
02025056,NORTHSIDE SCHOOL,6,13,129 E COUNTY ROAD # 500N,ARTHUR,IL,61911,DOUGLAS,2172001953,165,7,Yes,,,2,4,4,,3,4,4,4,,,,,25,3,8.33
BB941520,NORTHWEST SUBURBAN MONTESSORI SCHOOL,2,4,800 N FERNANDEZ AVE STE C,ARLINGTON HEIGHTS,IL,60004,COOK,8472596044,175,3,No,75,16,,,,,,,,,,,,,91,3.3,4.84
A1701595,NOTRE DAME ACADEMY OF BELLEVILLE,2,13,200 S SECOND ST,BELLEVILLE,IL,62220,ST. CLAIR,6182336414,176,7.25,Yes,15,14,3,11,9,14,7,4,12,15,,,,,104,1,89
A1701596,NOTRE DAME ACADEMY OF BELLEVILLE-CATHEDRAL CAMPUS,2,13,200 S 2ND ST,BELLEVILLE,IL,62220,ST. CLAIR,6182336414,176,8,Yes,9,14,3,11,9,14,7,4,12,15,,,,,98,8,11.12
00341787,NOTRE DAME COLLEGE PREP,14,17,7655 W DEMPSTER ST,NILES,IL,60714,COOK,8479652900,167,6,Yes,,,,,,,,,,,205,188,209,170,772,57.8,13.35
A0509232,NOTRE DAME DE LA SALETTE BOYS ACADEMY,13,17,5065 OLIVET RD,GEORGETOWN,IL,61846,VERMILION,2176622127,180,7,Yes,,,,,,,,,,11,20,15,13,17,76,11,6.9
00346468,NOTRE DAME SCHOOL,2,13,66 NORFOLK AVE,CLARENDON HILLS,IL,60514,DUPAGE,6303231642,176,7.5,Yes,17,11,21,15,18,26,18,26,19,18,,,,,189,16,10.75
A9302851,OAK LAWN MONTESSORI SCHOOL,2,3,4625 W 110TH ST,OAK LAWN,IL,60453,COOK,7084991574,160,7,No,23,1,,,,,,,,,,,,,24,2,0.5
BB941257,OAKDALE CHRISTIAN ACADEMY & CHILD CARE,2,13,9440 S VINCENNES AVE,CHICAGO,IL,60620,COOK,7737799440,173,6.5,No,22,10,6,16,13,16,17,13,9,16,,,,,138,8,14.5
A9901792,OLD SCHOOL MONTESSORI,3,11,144 COMMERCE DR STE E,GRAYSLAKE,IL,60030,LAKE,8472239606,176,6.75,Yes,,21,21,15,11,11,13,2,,,,,,,94,5,18.8
